,price,lotSize,age,landValue,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms,heating,fuel,sewer,waterfront,newConstruction,centralAir
865,188900,0.32,18,27000,1294,54,3,0,1.0,4,electric,electric,public/commercial,No,No,No
866,192000,0.94,33,25200,1974,63,4,1,2.5,8,hot water/steam,gas,septic,No,No,No
867,137500,0.16,17,15700,988,54,2,1,2.0,7,electric,electric,public/commercial,No,No,No
868,200000,0.36,20,27000,1508,54,3,1,2.0,8,hot air,gas,public/commercial,No,No,No
869,126000,0.16,17,15600,908,54,2,0,1.0,4,electric,electric,public/commercial,No,No,No
870,214500,0.35,20,27000,1910,54,4,1,2.0,7,electric,electric,public/commercial,No,No,No
871,152000,0.15,18,15700,912,54,2,0,1.5,5,electric,electric,public/commercial,No,No,No
872,115000,0.16,20,15700,912,54,2,0,1.5,5,electric,electric,public/commercial,No,No,No
873,88000,0.16,19,15700,988,54,2,0,2.0,4,electric,electric,public/commercial,No,No,No
874,170000,0.35,20,27000,1748,54,2,0,2.0,4,electric,electric,public/commercial,No,No,No
875,137000,0.16,18,15700,912,54,2,1,1.5,3,electric,electric,public/commercial,No,No,No
876,145000,0.15,17,15100,1385,54,3,0,1.5,8,electric,electric,public/commercial,No,No,No
877,202000,0.43,15,25000,1300,54,3,0,1.5,7,hot air,gas,septic,No,No,No
878,130000,0.15,17,15600,908,54,2,0,1.0,7,electric,electric,public/commercial,No,No,No
879,265000,1.0,25,21700,1900,54,3,0,2.0,7,electric,electric,septic,No,No,No
880,185000,0.33,16,27000,2191,54,3,1,2.5,7,electric,electric,public/commercial,No,No,No
881,130000,0.16,25,15100,1080,54,2,1,1.0,4,hot air,gas,public/commercial,No,No,Yes
882,190000,0.59,15,25000,1300,54,3,1,1.5,5,hot air,gas,septic,No,No,Yes
883,204000,0.4,1,15000,2458,63,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
884,125000,0.35,22,10500,1040,63,3,0,1.0,4,electric,electric,public/commercial,No,No,No
885,349900,0.44,0,13000,2886,63,4,1,3.0,12,hot air,gas,public/commercial,No,Yes,No
886,142000,0.14,8,3700,1840,23,3,0,1.0,6,hot air,gas,public/commercial,No,No,No
887,132500,0.37,19,13000,1988,63,2,0,1.0,4,electric,electric,public/commercial,No,No,No
888,220000,1.0,43,22900,672,57,2,0,1.0,3,hot air,oil,septic,No,No,No
889,160000,1.96,13,18400,1512,57,2,0,2.0,4,hot air,oil,septic,No,No,No
890,10300,0.16,20,15700,912,54,2,1,1.5,6,electric,electric,public/commercial,No,No,No
891,95000,0.15,19,15700,912,54,2,0,1.5,6,electric,electric,public/commercial,No,No,No
892,122055,0.15,17,15000,1385,54,2,0,1.5,5,electric,electric,public/commercial,No,No,No
893,149000,0.31,18,27000,1508,54,3,1,1.5,8,hot air,gas,public/commercial,No,No,No
894,115000,0.15,17,15100,1385,54,2,0,1.5,5,electric,electric,public/commercial,No,No,No
895,140000,0.15,19,15100,1628,54,3,0,2.5,6,electric,electric,public/commercial,No,No,No
896,137900,0.16,17,15100,1592,54,3,0,1.5,5,electric,electric,public/commercial,No,No,No
897,144000,0.06,54,3600,1344,54,5,0,1.0,7,electric,electric,public/commercial,No,No,No
898,131600,0.16,17,15100,1385,54,2,1,1.5,7,electric,electric,public/commercial,No,No,No
899,123500,0.15,17,15100,1385,54,2,0,1.5,4,electric,electric,public/commercial,No,No,No
900,123000,0.15,17,15100,1679,54,2,0,1.5,4,electric,electric,public/commercial,No,No,No
901,109000,0.15,20,15700,908,54,2,0,1.0,3,electric,electric,public/commercial,No,No,No
902,173000,0.31,16,27000,1527,54,2,1,2.0,7,hot air,gas,public/commercial,No,No,Yes
903,105000,0.16,20,15700,912,54,2,0,1.5,3,electric,electric,public/commercial,No,No,No
904,122500,0.15,18,15100,1184,54,2,0,1.5,3,electric,electric,public/commercial,No,No,No
905,191000,0.46,26,24500,1719,63,3,1,1.5,5,electric,electric,public/commercial,No,No,No
906,149000,0.16,19,15100,1080,54,2,1,1.0,5,electric,electric,septic,No,No,No
907,205000,0.33,16,27000,2118,54,4,1,2.0,10,electric,electric,public/commercial,No,No,No
908,225000,0.33,16,27000,2527,54,3,0,1.5,8,electric,electric,public/commercial,No,No,No
909,210000,0.49,15,25000,1592,54,3,1,1.5,7,hot air,gas,septic,No,No,No
910,188900,0.32,18,27000,1294,54,3,0,1.0,4,electric,electric,public/commercial,No,No,No
911,192000,0.94,33,25200,1974,63,4,1,2.5,9,hot water/steam,gas,septic,No,No,No
912,137500,0.16,17,15700,988,54,2,1,2.0,3,electric,electric,public/commercial,No,No,No
913,200000,0.36,20,27000,1508,54,3,1,2.0,7,hot air,gas,public/commercial,No,No,No
914,126000,0.16,17,15600,908,54,2,0,1.0,4,electric,electric,public/commercial,No,No,No
915,214500,0.35,20,27000,1910,54,4,1,2.0,10,electric,electric,public/commercial,No,No,No
916,152000,0.15,18,15700,912,54,2,0,1.5,7,electric,electric,public/commercial,No,No,No
917,115000,0.16,20,15700,912,54,2,0,1.5,7,electric,electric,public/commercial,No,No,No
918,88000,0.16,19,15700,988,54,2,0,2.0,5,electric,electric,public/commercial,No,No,No
919,170000,0.35,20,27000,1748,54,2,0,2.0,6,electric,electric,public/commercial,No,No,No
920,137000,0.16,18,15700,912,54,2,1,1.5,6,electric,electric,public/commercial,No,No,No
921,145000,0.15,17,15100,1385,54,3,0,1.5,7,electric,electric,public/commercial,No,No,No
922,202000,0.43,15,25000,1300,54,3,0,1.5,4,hot air,gas,septic,No,No,No
923,130000,0.15,17,15600,908,54,2,0,1.0,5,electric,electric,public/commercial,No,No,No
924,265000,1.0,25,21700,1900,54,3,0,2.0,8,electric,electric,septic,No,No,No
925,185000,0.33,16,27000,2191,54,3,1,2.5,8,electric,electric,public/commercial,No,No,No
926,130000,0.16,25,15100,1080,54,2,1,1.0,5,hot air,gas,public/commercial,No,No,Yes
927,190000,0.59,15,25000,1300,54,3,1,1.5,5,hot air,gas,septic,No,No,Yes
928,204000,0.4,1,15000,2458,63,4,1,2.5,11,hot air,gas,public/commercial,No,No,No
929,125000,0.35,22,10500,1040,63,3,0,1.0,8,electric,electric,public/commercial,No,No,No
930,349900,0.44,0,13000,2886,63,4,1,3.0,11,hot air,gas,public/commercial,No,Yes,No
931,142000,0.14,8,3700,1840,23,3,0,1.0,7,hot air,gas,public/commercial,No,No,No
932,132500,0.37,19,13000,1988,63,2,0,1.0,5,electric,electric,public/commercial,No,No,No
933,220000,1.0,43,22900,672,57,2,0,1.0,5,hot air,oil,septic,No,No,No
934,160000,1.96,13,18400,1512,57,2,0,2.0,6,hot air,oil,septic,No,No,No
935,156900,0.28,52,23200,1635,63,4,0,1.5,5,hot air,oil,septic,No,No,No
936,138000,0.31,39,25100,1672,63,4,0,1.5,5,hot air,gas,public/commercial,No,No,No
937,166000,0.25,26,29000,1892,63,3,2,2.0,6,hot air,gas,public/commercial,No,No,Yes
938,195000,0.56,18,30800,1652,63,3,1,2.0,6,hot water/steam,gas,public/commercial,No,No,No
939,295600,0.6,21,91600,2513,63,4,1,2.5,8,hot air,gas,septic,No,No,Yes
940,460000,0.47,1,14100,3336,63,4,1,3.5,12,hot air,gas,public/commercial,No,No,Yes
941,126000,0.05,17,16000,1302,63,2,1,1.5,4,hot air,gas,public/commercial,No,No,Yes
942,220300,0.58,16,38200,2006,63,3,1,2.0,5,hot air,gas,public/commercial,No,No,Yes
943,175000,0.29,27,22700,1836,63,4,1,1.5,8,hot air,gas,public/commercial,No,No,Yes
944,255000,1.0,49,69600,1994,60,3,1,2.0,9,hot air,oil,septic,No,No,No
945,185000,0.5,19,29000,1652,63,3,1,2.0,6,hot water/steam,gas,public/commercial,No,No,No
946,234000,0.57,8,31100,1888,63,3,1,2.5,7,hot air,gas,public/commercial,No,No,No
947,133500,0.08,19,17200,1480,63,3,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
948,151000,0.2,19,19000,1234,63,2,1,2.0,7,electric,electric,public/commercial,No,No,No
949,157500,0.3,31,24500,1778,63,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
950,285000,0.65,23,72000,2514,63,5,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
951,217500,0.56,35,30800,2700,63,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No,No
952,300000,0.7,21,39200,2330,63,4,1,3.5,8,hot air,gas,public/commercial,No,No,Yes
953,161225,0.6,33,32000,2676,63,4,1,2.5,11,hot water/steam,gas,public/commercial,No,No,No
954,217000,2.85,25,54700,2180,60,4,1,2.0,8,electric,electric,septic,No,No,Yes
955,250000,0.47,21,48300,2284,63,4,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
956,124000,0.06,19,16400,1314,63,2,0,1.5,6,electric,electric,public/commercial,No,No,No
957,248000,0.41,35,44300,2396,63,4,1,2.5,11,hot air,gas,septic,No,No,No
958,187000,0.57,45,33200,2088,63,4,1,2.0,8,hot water/steam,gas,septic,No,No,No
959,195000,0.48,39,28200,2310,63,5,1,2.5,11,hot water/steam,gas,public/commercial,No,No,No
960,239900,0.53,19,65800,2040,63,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
961,475000,12.2,19,111300,2599,63,3,1,2.5,11,hot air,electric,septic,No,No,Yes
962,246000,0.61,16,29100,1702,63,3,1,1.5,6,hot water/steam,gas,public/commercial,No,No,No
963,219900,0.49,18,28600,2125,63,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
964,193500,0.6,38,32000,2310,63,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No,No
965,122000,0.12,31,18200,1431,63,3,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
966,118000,0.15,20,18500,924,63,2,0,1.0,7,hot water/steam,gas,public/commercial,No,No,No
967,125000,0.77,126,36300,1799,60,3,1,1.0,6,hot air,gas,septic,No,No,No
968,101000,0.26,23,18200,976,63,3,0,2.0,5,electric,electric,public/commercial,No,No,No
969,249000,0.66,19,53000,2217,63,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
970,180000,0.57,102,25800,1969,77,4,2,1.0,6,hot water/steam,oil,septic,No,No,No
971,292500,0.47,19,75200,2376,63,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
972,199500,0.48,18,36700,1585,63,3,1,1.5,5,hot water/steam,gas,public/commercial,No,No,No
973,205100,0.46,32,32700,1453,63,4,1,2.0,7,hot air,gas,public/commercial,No,No,No
974,330000,0.57,12,67300,2973,63,4,1,3.0,11,hot air,oil,public/commercial,No,No,Yes
975,179000,0.43,37,31400,1612,63,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
976,342000,0.58,4,17400,2734,63,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
977,145000,0.15,22,18500,1479,63,3,1,1.5,5,electric,electric,public/commercial,No,No,Yes
978,66000,0.14,19,18400,945,63,2,0,1.0,3,electric,electric,public/commercial,No,No,Yes
979,269900,0.4,25,25000,1938,63,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
980,154000,0.1,174,32800,1364,63,5,1,1.0,9,hot air,oil,septic,No,No,No
981,454900,0.5,2,15000,3242,63,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
982,249900,0.42,23,57500,1571,63,3,2,2.0,7,hot air,gas,public/commercial,No,No,Yes
983,165000,0.09,21,17600,1314,63,2,1,1.5,6,electric,electric,public/commercial,No,No,Yes
984,329000,0.46,3,16100,2413,63,4,1,1.5,11,hot air,gas,public/commercial,No,No,Yes
985,49387,0.48,56,31800,900,77,2,1,1.0,5,hot air,oil,septic,No,No,No
986,445000,0.58,0,17400,3157,63,4,1,3.5,10,hot air,gas,public/commercial,No,No,Yes
987,73000,0.28,102,22400,908,60,2,1,1.0,7,hot water/steam,oil,septic,No,No,No
988,125000,0.13,20,18300,924,63,2,0,1.0,6,electric,electric,public/commercial,No,No,No
989,146500,0.12,18,18200,1138,63,2,1,1.0,6,electric,electric,public/commercial,No,No,Yes
990,209000,0.45,38,27000,2310,63,5,1,2.5,12,hot water/steam,gas,public/commercial,No,No,No
991,196500,0.46,30,30400,1874,63,4,1,2.0,9,hot air,gas,public/commercial,No,No,No
992,157000,0.29,20,20300,1228,63,4,0,1.5,6,electric,electric,public/commercial,No,No,No
993,125500,0.06,19,16400,1479,63,3,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
994,190000,0.44,38,31800,1612,63,3,0,1.5,6,hot air,gas,public/commercial,No,No,No
995,250000,0.49,22,48800,2088,63,4,1,2.5,6,electric,electric,public/commercial,No,No,Yes
996,255000,0.4,4,30000,2131,63,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
997,129700,0.15,20,18500,924,63,2,1,1.0,5,hot air,gas,public/commercial,No,No,No
998,65000,0.34,74,24800,1692,60,4,0,1.5,8,electric,electric,septic,No,No,No
999,107000,0.28,82,12600,1568,63,3,0,1.0,7,hot air,gas,septic,No,No,No
1000,255000,0.57,35,33200,2262,77,4,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
1001,398000,0.61,8,71200,2960,63,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
1002,176000,0.45,31,27000,1683,63,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
1003,249900,0.86,36,35800,2680,63,5,1,3.5,12,hot water/steam,gas,public/commercial,No,No,Yes
1004,244900,0.38,26,40100,2742,77,3,1,3.0,8,hot air,oil,septic,No,No,No
1005,220000,0.5,30,29000,2012,63,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No,No
1006,241000,0.35,31,27800,2702,63,5,1,1.5,9,hot air,gas,public/commercial,No,No,No
1007,159900,0.13,21,18300,1314,63,2,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
1008,177555,0.56,38,34800,1672,63,3,1,1.5,8,hot air,gas,public/commercial,No,No,No
1009,95000,0.2,55,7700,1200,63,2,0,1.0,4,hot air,oil,septic,No,No,No
1010,5000,0.29,4,35800,1700,63,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
1011,264900,0.5,40,29000,2652,63,5,1,3.5,12,hot water/steam,gas,public/commercial,No,No,No
1012,315000,0.77,16,74400,3062,63,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,Yes
1013,155000,0.09,25,17600,1290,63,2,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
1014,130000,0.22,23,15400,1012,63,3,0,2.0,5,electric,electric,public/commercial,No,No,No
1015,238000,0.71,35,35100,2310,63,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
1016,224000,0.33,31,26500,2026,63,3,1,2.5,7,hot air,gas,public/commercial,No,No,No
1017,211000,1.0,18,31800,1404,63,3,0,1.0,6,hot air,gas,none,No,No,Yes
1018,279000,0.23,13,34100,1782,60,3,0,1.0,8,hot air,gas,septic,No,No,Yes
1019,242000,0.11,15,42000,2002,63,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
1020,199875,0.61,36,35100,1782,63,4,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
1021,259900,0.46,11,27400,2212,63,4,1,2.5,10,hot air,oil,public/commercial,No,No,Yes
1022,200000,1.28,84,34600,1872,63,4,0,1.0,7,electric,oil,septic,No,No,Yes
1023,212000,0.71,36,35100,1804,63,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
1024,230000,0.47,41,27800,1910,63,3,1,2.5,5,hot water/steam,gas,public/commercial,No,No,No
1025,189000,0.42,28,30900,1632,63,3,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
1026,313635,1.93,16,131500,3824,63,3,2,4.0,12,hot air,gas,septic,No,No,Yes
1027,185000,0.48,32,33600,1196,63,3,0,1.5,5,hot air,gas,public/commercial,No,No,No
1028,239900,0.42,30,23200,2259,63,4,1,2.5,11,hot water/steam,gas,public/commercial,No,No,Yes
1029,202000,0.48,39,25400,1690,63,3,1,2.0,6,hot water/steam,gas,public/commercial,No,No,Yes
1030,155000,0.12,19,18200,1227,63,2,1,2.0,6,hot water/steam,gas,public/commercial,No,No,Yes
1031,120000,1.48,57,36000,1278,63,3,1,1.0,7,hot air,gas,septic,No,No,No
1032,78000,0.33,77,33500,668,60,1,0,1.0,2,hot air,oil,septic,No,No,No
1033,311000,0.46,17,60500,2762,63,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,Yes
1034,198000,0.32,38,42500,1558,63,3,1,1.0,4,hot air,gas,septic,No,No,No
1035,158500,0.92,11,36100,1352,63,3,0,2.0,5,electric,electric,septic,No,No,No
1036,227000,0.46,37,27400,1920,63,5,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
1037,265900,0.34,6,36000,1940,63,3,1,2.5,7,hot air,gas,public/commercial,No,No,No
1038,163000,0.23,30,19300,1249,63,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
1039,165000,0.28,27,19600,1576,63,3,0,2.5,4,hot water/steam,gas,public/commercial,No,No,No
1040,151000,0.07,30,16800,1419,63,3,0,1.5,4,hot air,gas,public/commercial,No,No,Yes
1041,200000,0.29,4,35800,1700,63,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
1042,299900,0.77,15,38700,2748,63,4,1,3.5,8,hot air,gas,public/commercial,No,No,Yes
1043,210000,0.33,18,35500,1792,63,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
1044,220000,0.66,36,35300,1724,63,3,0,1.5,8,electric,electric,septic,No,No,No
1045,326900,1.0,15,83600,2692,63,3,1,3.5,8,hot air,gas,public/commercial,No,No,Yes
1046,204900,0.39,29,24600,1734,63,4,1,2.5,7,hot water/steam,oil,public/commercial,No,No,No
1047,234000,0.31,32,25100,2014,63,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
1048,236000,0.42,36,30900,2056,63,4,1,1.5,9,hot air,gas,public/commercial,No,No,No
1049,124000,0.46,36,32700,1745,63,4,0,1.5,6,hot air,gas,public/commercial,No,No,No
1050,199100,0.14,13,18400,1352,63,2,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
1051,245000,0.5,30,29000,2259,63,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
1052,264000,0.35,33,35300,2572,60,3,1,2.5,11,hot air,gas,septic,No,No,No
1053,105000,0.15,18,18500,924,63,2,1,1.0,7,electric,electric,public/commercial,No,No,No
1054,187000,0.32,21,35000,2000,63,3,0,1.5,7,hot air,gas,public/commercial,No,No,Yes
1055,127000,0.17,21,11900,929,63,2,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
1056,100000,0.48,42,15800,1540,77,4,0,1.0,7,hot air,oil,septic,No,No,No
1057,251000,0.77,44,47000,1730,63,3,1,2.0,9,hot air,oil,septic,No,No,Yes
1058,105000,0.95,50,36800,1500,63,3,1,1.0,5,hot water/steam,oil,septic,No,No,No
1059,431250,0.53,10,65800,2522,63,4,1,2.5,12,hot air,gas,public/commercial,No,No,Yes
1060,149900,0.06,19,16400,1479,63,3,1,1.5,4,electric,electric,public/commercial,No,No,Yes
1061,180000,0.46,36,32700,1922,63,4,1,1.5,9,hot air,gas,public/commercial,No,No,Yes
1062,123500,0.18,20,12600,1215,63,2,1,1.5,5,hot air,gas,public/commercial,No,No,No
1063,253000,0.47,33,33200,2772,63,5,2,3.0,12,hot air,gas,public/commercial,No,No,Yes
1064,330000,0.47,6,16500,2574,63,4,0,2.5,12,hot air,gas,public/commercial,No,No,No
1065,124500,0.19,21,18900,945,63,2,0,1.0,3,electric,electric,public/commercial,No,No,No
1066,424200,1.82,19,130700,2914,63,4,1,3.5,10,hot air,gas,public/commercial,No,No,Yes
1067,120000,0.21,19,14700,1480,63,3,0,1.5,7,electric,electric,public/commercial,No,No,Yes
1068,205000,0.42,32,29400,1914,63,3,1,1.5,5,hot air,gas,public/commercial,No,No,No
1069,175000,0.36,27,37000,1354,63,3,1,2.0,5,hot air,gas,public/commercial,No,No,Yes
1070,295000,0.49,4,36900,2302,63,4,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
1071,156500,0.21,19,19100,1234,63,2,1,2.0,6,electric,electric,public/commercial,No,No,Yes
1072,143000,0.09,18,17600,1480,63,3,0,1.5,6,electric,electric,public/commercial,No,No,Yes
1073,215000,0.29,27,33000,1665,63,4,1,2.0,5,hot air,gas,public/commercial,No,No,Yes
1074,287000,0.4,6,12000,2182,63,3,1,2.5,10,hot air,gas,public/commercial,No,No,No
1075,122500,0.23,18,19300,924,63,2,1,1.0,7,electric,electric,public/commercial,No,No,No
1076,180000,1.0,19,49300,1220,63,3,0,2.0,5,electric,electric,public/commercial,No,No,No
1077,143000,0.09,18,17600,1480,63,3,0,1.5,8,electric,electric,public/commercial,No,No,Yes
1078,137000,0.08,21,17200,1375,63,2,1,1.5,3,electric,electric,public/commercial,No,No,No
1079,271000,0.47,22,61300,2003,63,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
1080,129900,0.07,15,1800,1480,54,2,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
1081,133000,0.06,15,1600,1480,54,3,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
1082,179000,0.25,11,8300,1456,54,3,0,1.0,8,hot air,gas,public/commercial,No,No,Yes
1083,302000,0.72,5,27200,1888,57,3,1,2.5,9,hot air,gas,septic,No,No,No
1084,168000,0.92,28,8700,1112,54,3,0,1.0,8,hot air,oil,septic,No,No,No
1085,120000,0.19,16,3400,1480,54,2,1,1.5,6,hot air,gas,public/commercial,No,No,No
1086,119000,0.07,15,1800,1480,54,2,1,2.5,3,hot air,electric,public/commercial,No,No,Yes
1087,168000,0.35,27,7900,1836,54,3,0,2.0,5,hot water/steam,gas,septic,No,No,Yes
1088,124900,0.98,96,16100,1522,54,4,0,2.0,7,hot water/steam,oil,public/commercial,No,No,No
1089,415000,2.92,1,20000,2709,36,3,1,2.5,10,hot air,gas,septic,No,No,Yes
1090,150000,0.99,10,9900,1020,57,3,0,2.0,5,hot air,oil,septic,No,No,Yes
1091,310000,4.0,20,14000,2208,36,4,1,2.0,10,hot water/steam,gas,septic,No,No,No
1092,157000,0.46,18,7800,1368,57,3,0,1.0,7,electric,electric,septic,No,No,No
1093,205000,0.8,28,18000,2488,57,4,1,2.5,7,hot air,gas,septic,No,No,No
1094,275000,0.46,7,18400,1865,57,3,0,2.5,8,hot air,gas,public/commercial,No,No,No
1095,320000,0.46,10,18400,3174,57,4,0,4.0,12,hot air,gas,septic,No,No,Yes
1096,380000,0.74,17,23000,2944,57,5,1,2.5,12,hot air,gas,septic,No,No,Yes
1097,119900,0.46,23,7800,960,57,3,0,1.0,4,hot air,gas,septic,No,No,No
1098,345000,0.82,15,15000,3142,57,4,1,2.5,11,hot air,gas,septic,No,No,No
1099,145000,0.46,32,11500,1666,57,4,1,2.0,9,hot air,oil,septic,No,No,No
1100,123000,0.07,77,14100,708,57,2,1,1.0,7,hot air,oil,septic,No,No,No
1101,202500,0.79,17,17900,1598,57,3,1,2.0,8,hot air,oil,septic,No,No,Yes
1102,182000,1.0,13,4000,1564,27,3,1,2.0,4,hot air,gas,septic,No,No,Yes
1103,175000,0.63,14,5500,1224,36,3,0,1.5,7,hot air,gas,septic,No,No,No
1104,132500,0.21,77,3500,1379,36,3,0,1.0,7,hot air,gas,public/commercial,No,No,No
1105,239000,0.41,41,25400,2310,64,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
1106,86125,0.01,14,1200,960,33,2,0,1.5,6,hot water/steam,gas,public/commercial,No,No,No
1107,245000,1.28,16,50000,960,21,3,0,1.0,8,electric,electric,septic,No,No,No
1108,229900,1.64,52,25700,1820,52,4,2,2.5,7,hot water/steam,gas,septic,No,No,No
1109,129000,0.33,95,2500,1632,27,3,0,2.0,4,hot water/steam,oil,septic,No,No,No
1110,200000,0.09,90,5900,1594,40,2,0,2.0,3,hot air,gas,public/commercial,No,No,No
1111,144200,1.19,16,17900,1290,62,3,0,2.0,5,hot water/steam,oil,septic,No,No,No
1112,166000,0.4,11,300,1560,36,3,0,1.5,7,hot air,gas,septic,No,No,No
1113,178000,0.9,46,7400,1453,36,4,1,1.5,7,hot air,oil,septic,No,No,No
1114,165000,1.0,40,17000,1664,62,3,1,2.0,8,hot water/steam,oil,septic,No,No,No
1115,218000,0.1,18,16200,2169,62,3,1,2.5,10,electric,electric,septic,No,No,Yes
1116,175000,0.02,9,20000,1420,62,3,0,1.0,8,hot air,gas,septic,No,No,No
1117,145000,0.18,71,3100,1441,36,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
1118,195000,0.76,4,18100,1016,62,3,0,1.5,5,hot air,gas,septic,No,No,No
1119,288139,0.46,0,15200,2947,52,4,1,2.5,10,hot air,gas,public/commercial,No,Yes,No
1120,187500,0.59,11,16700,1652,62,3,0,1.5,5,hot air,oil,septic,No,No,No
1121,255000,0.91,105,13200,1927,62,3,0,1.5,7,hot air,oil,septic,No,No,No
1122,145000,1.0,11,16000,960,62,3,0,1.0,5,hot air,gas,septic,No,No,No
1123,183000,0.46,28,15700,1804,62,3,1,1.5,7,electric,electric,septic,No,No,No
1124,318310,0.23,1,72300,2616,62,4,1,2.5,8,hot air,gas,septic,No,No,No
1125,192500,1.2,42,17900,1116,62,2,0,1.5,6,hot air,oil,septic,No,No,No
1126,195000,1.0,52,19200,2147,62,2,1,1.5,7,hot water/steam,oil,septic,No,No,No
1127,138000,0.87,36,17400,876,62,2,2,1.5,3,hot air,oil,septic,No,No,No
1128,230000,0.79,26,16100,2102,62,4,1,2.5,10,electric,electric,septic,No,No,No
1129,237500,1.0,15,12100,1776,62,3,1,1.5,5,hot air,oil,septic,No,No,No
1130,375000,4.84,3,21500,1996,62,3,1,3.0,8,hot water/steam,gas,septic,No,No,Yes
1131,105000,0.16,165,7200,1759,35,3,0,1.0,5,hot air,gas,public/commercial,No,No,No
1132,168000,1.0,10,16200,1014,62,3,0,1.0,7,hot air,gas,septic,No,No,No
1133,221000,0.29,5,7400,2270,35,4,0,2.5,10,hot water/steam,gas,public/commercial,No,No,No
1134,135000,0.31,85,3400,1548,27,3,0,1.5,8,hot air,oil,public/commercial,No,No,No
1135,129900,0.39,3,15000,1620,35,3,0,2.0,4,hot air,gas,public/commercial,No,No,No
1136,344100,1.05,40,49800,2608,52,4,2,2.5,8,hot air,gas,septic,No,No,Yes
1137,112000,1.0,15,24500,1080,35,3,0,2.0,4,electric,electric,septic,No,No,No
1138,380000,0.3,76,38300,1140,50,3,0,2.0,5,hot air,gas,public/commercial,Yes,No,Yes
1139,125000,0.6,34,2700,1152,36,3,0,1.0,5,hot air,gas,septic,No,No,No
1140,145000,5.52,20,5900,1056,36,2,0,1.0,7,electric,electric,septic,No,No,No
1141,190000,0.48,2,13400,1257,62,3,0,2.0,8,electric,gas,septic,No,No,No
1142,135000,0.15,25,7200,936,35,2,1,1.5,3,hot water/steam,gas,public/commercial,No,No,No
1143,58500,0.04,30,1400,1140,33,3,0,1.5,5,electric,electric,public/commercial,No,No,No
1144,80500,0.01,14,1200,960,33,2,0,1.5,3,hot water/steam,gas,public/commercial,No,No,No
1145,150410,0.25,6,15000,1058,35,2,0,1.5,4,hot air,gas,public/commercial,No,No,No
1146,170000,1.0,29,23000,768,35,2,0,1.0,6,electric,electric,septic,No,No,No
1147,242551,2.0,14,38900,2048,52,4,1,2.5,10,hot air,oil,septic,No,No,No
1148,176500,0.29,7,1100,1198,33,2,1,2.0,3,hot air,gas,public/commercial,No,No,No
1149,212000,1.0,27,5000,2430,50,4,0,1.0,9,electric,electric,septic,No,No,Yes
1150,135000,0.41,35,1300,918,50,3,0,1.0,7,hot water/steam,oil,septic,No,No,No
1151,215000,0.89,46,4500,2722,50,4,1,1.5,11,hot air,oil,septic,No,No,Yes
1152,262000,0.46,0,11100,2364,33,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
