id_cliente;genero;jubilado;casado;hijos;meses_antiguedad;servicio_telefonico;multiples_lineas;servicio_internet;tipo_servicio_internet;antivirus_web;copia_seguridad;antivirus_dispositivo;soporte_tecnico;tv_streaming;peliculas_streaming;contrato;factura_papel;metodo_pago;monto_abono;monto_total;abandono
7395-XWZOY;Hombre;0;0;0;20;0;2;1;1;1;1;1;1;1;0;1;1;Debito automatico;55;116555;0
7169-YWAMK;Hombre;0;1;1;72;1;0;1;1;1;1;0;1;1;0;3;0;Transferencia bancaria automatica;684;485535;0
3640-PHQXK;Mujer;0;0;0;31;1;1;1;2;0;0;1;0;0;1;1;1;Cheque electronico;899;28069;1
6877-LGWXO;Hombre;1;1;0;18;1;0;1;2;0;0;0;0;0;1;1;0;Cheque electronico;7855;142265;1
6859-RKMZJ;Hombre;0;1;0;11;1;0;1;1;0;0;0;0;1;0;1;1;Transferencia bancaria automatica;5505;60815;0
2729-VNVAP;Mujer;0;1;1;33;1;0;0;0;2;2;2;2;2;2;3;0;Debito automatico;198;64135;0
2957-JIRMN;Mujer;1;0;0;62;1;1;1;2;0;0;0;0;1;0;2;0;Cheque electronico;8445;495915;0
2049-BAFNW;Mujer;0;0;0;1;0;2;1;1;0;0;1;1;0;0;1;0;Cheque papel;359;359;0
3842-QTGDL;Hombre;0;1;0;16;1;0;1;2;1;1;0;0;0;0;1;0;Transferencia bancaria automatica;8075;13213;0
7163-OCEQI;Hombre;0;1;1;22;1;1;1;1;0;0;1;1;1;1;2;1;Cheque papel;7865;166375;0
9782-LGXMC;Mujer;0;1;1;49;1;0;1;1;1;0;1;1;0;0;1;0;Transferencia bancaria automatica;6175;302415;0
5975-BAICR;Hombre;0;1;1;36;1;0;1;1;1;0;1;0;0;1;2;1;Debito automatico;637;21885;0
8019-ENHXU;Hombre;0;1;0;42;1;1;1;2;0;1;1;1;0;1;1;1;Cheque electronico;9945;413805;1
5167-GBFRE;Hombre;1;0;0;4;0;2;1;1;0;0;0;0;0;0;1;1;Transferencia bancaria automatica;252;1025;1
9033-EOXWV;Mujer;0;0;0;12;1;1;1;1;0;0;0;1;1;1;2;0;Cheque papel;7405;87265;1
4673-KKSLS;Mujer;0;0;0;31;1;0;1;2;1;0;1;1;0;0;1;0;Cheque electronico;876;272425;0
4853-OITSN;Hombre;0;1;0;5;1;1;1;2;1;0;0;0;0;1;1;1;Cheque electronico;8915;41325;0
9800-OUIGR;Hombre;0;1;1;66;1;0;0;0;2;2;2;2;2;2;3;0;Debito automatico;20;13742;0
1324-NLTJE;Mujer;1;0;0;15;1;1;1;1;0;0;0;1;0;0;1;0;Debito automatico;55;7571;1
2324-EFHVG;Hombre;0;0;0;64;1;1;1;2;0;1;1;0;1;1;3;1;Transferencia bancaria automatica;1044;669265;0
7094-MSZAO;Hombre;0;1;1;10;1;0;0;0;2;2;2;2;2;2;1;1;Debito automatico;2005;2185;0
1522-VVDMG;Hombre;0;1;1;7;1;0;1;2;0;1;0;1;1;0;1;1;Cheque electronico;8975;6088;1
6907-CQGPN;Hombre;0;0;0;29;0;2;1;1;0;1;0;1;0;0;1;0;Cheque electronico;343;100475;0
0780-XNZFN;Hombre;0;0;0;57;1;0;0;0;2;2;2;2;2;2;3;0;Transferencia bancaria automatica;2065;11256;0
0239-OXEXL;Mujer;0;0;0;46;1;1;1;2;1;1;0;0;0;0;1;0;Cheque papel;8425;38476;0
2675-IJRGJ;Hombre;0;0;0;53;1;0;0;0;2;2;2;2;2;2;3;0;Transferencia bancaria automatica;1965;978;0
7049-GKVZY;Mujer;0;0;0;17;1;0;1;1;1;1;0;1;1;1;2;0;Debito automatico;7985;138735;0
8577-QSOCG;Mujer;0;1;1;38;1;0;0;0;2;2;2;2;2;2;3;1;Cheque papel;202;74605;0
3721-CNZHX;Hombre;0;0;0;15;1;0;0;0;2;2;2;2;2;2;2;0;Cheque papel;198;3046;0
0212-ISBBF;Mujer;0;0;0;22;0;2;1;1;0;1;0;0;1;1;1;1;Cheque electronico;5035;109885;0
9185-TQCVP;Hombre;0;1;0;14;1;1;1;2;0;0;0;0;0;1;1;1;Cheque electronico;8515;11392;1
3585-YNADK;Mujer;0;1;0;57;1;1;1;1;0;1;1;1;1;0;2;0;Transferencia bancaria automatica;746;436895;0
5271-DBYSJ;Hombre;1;0;0;11;1;0;1;2;0;0;0;0;0;1;1;1;Debito automatico;7915;8277;0
1099-GODLO;Mujer;0;1;1;1;1;0;0;0;2;2;2;2;2;2;3;0;Cheque papel;2035;2035;0
6828-HMKWP;Hombre;0;1;1;12;1;0;0;0;2;2;2;2;2;2;3;0;Transferencia bancaria automatica;2105;26205;0
5567-WSELE;Hombre;1;1;0;3;1;1;1;2;0;0;0;0;1;1;1;1;Cheque electronico;946;27955;1
1472-TNCWL;Hombre;0;0;1;36;1;0;1;2;0;1;0;0;1;1;1;1;Cheque electronico;947;35125;0
8063-RJYNF;Hombre;0;0;0;16;1;0;1;2;1;0;0;0;1;1;1;1;Cheque electronico;9425;148325;1
0687-ZVTHB;Hombre;0;1;1;65;1;1;1;1;1;1;1;0;0;1;2;0;Debito automatico;7245;465385;1
2080-GKCWQ;Hombre;0;0;0;2;1;0;1;2;0;1;0;0;0;0;1;0;Cheque electronico;7495;15175;0
9661-ACXBS;Mujer;0;0;0;42;1;1;1;2;1;0;1;0;1;1;1;1;Cheque electronico;1052;440075;1
2193-SFWQW;Hombre;0;1;1;72;1;0;1;2;1;1;1;1;1;1;3;0;Transferencia bancaria automatica;11195;80331;0
5656-JAMLX;Hombre;0;0;0;62;1;0;0;0;2;2;2;2;2;2;3;0;Transferencia bancaria automatica;1985;125365;0
3462-BJQQA;Mujer;0;0;0;6;1;1;1;2;0;1;0;0;1;0;1;1;Cheque electronico;8975;55265;0
0442-TDYUO;Hombre;0;1;0;48;1;0;0;0;2;2;2;2;2;2;3;1;Cheque papel;2005;1036;0
6733-LRIZX;Hombre;0;0;0;35;1;1;1;2;1;0;1;1;1;1;3;1;Cheque electronico;10895;40255;0
9503-XJUME;Hombre;0;0;1;52;1;0;0;0;2;2;2;2;2;2;2;0;Debito automatico;1965;9284;0
4367-NHWMM;Mujer;0;0;0;1;0;2;1;1;0;0;0;0;0;0;1;1;Cheque papel;249;249;0
3727-RJMEO;Hombre;0;1;0;6;1;1;1;2;0;0;0;0;1;0;1;1;Cheque electronico;8285;46025;1
3779-OSWCF;Mujer;0;1;0;71;1;1;1;1;1;1;1;1;1;1;3;0;Debito automatico;932;650615;0
6736-DHUQI;Mujer;0;1;1;67;1;0;1;2;1;1;1;0;0;0;2;0;Transferencia bancaria automatica;848;55983;0
3915-ODIYG;Hombre;1;0;0;60;1;1;1;1;1;1;0;0;0;1;2;1;Cheque electronico;7175;437455;0
1360-RCYRT;Hombre;0;1;1;23;0;2;1;1;0;0;0;1;0;0;1;1;Transferencia bancaria automatica;3035;67875;0
2724-FJDYW;Hombre;0;0;1;39;0;2;1;1;0;0;1;1;1;1;2;0;Transferencia bancaria automatica;5485;21917;0
4451-RWASJ;Hombre;0;1;1;15;1;0;0;0;2;2;2;2;2;2;2;1;Cheque papel;195;23975;0
6646-VRFOL;Hombre;1;1;0;53;1;1;1;2;0;1;1;0;1;1;1;1;Cheque electronico;10385;54855;1
3460-TJBWI;Hombre;0;1;1;24;1;1;0;0;2;2;2;2;2;2;3;0;Cheque papel;242;60905;0
5917-HBSDW;Mujer;0;1;1;37;1;0;0;0;2;2;2;2;2;2;1;0;Cheque electronico;1935;68375;0
5685-IIXLY;Mujer;0;1;1;5;1;0;1;2;0;1;0;0;0;1;1;1;Cheque electronico;836;4042;1
5671-UUNXD;Mujer;1;1;0;50;1;1;1;2;0;0;0;1;1;1;2;1;Cheque electronico;10065;518975;0
0956-ACVZC;Mujer;0;0;0;54;1;0;1;2;0;0;1;0;1;1;2;1;Debito automatico;941;50609;0
2325-NBPZG;Mujer;0;0;0;3;1;0;1;2;1;0;0;0;0;0;1;1;Cheque electronico;7455;23365;0
4250-ZBWLV;Hombre;0;0;0;68;1;1;1;2;0;1;1;1;1;1;2;0;Cheque electronico;10845;717655;1
4482-FTFFX;Hombre;0;0;0;5;1;0;1;1;0;0;1;1;0;0;1;0;Cheque electronico;5615;29145;0
8859-DZTGQ;Hombre;0;0;0;33;1;0;0;0;2;2;2;2;2;2;3;0;Cheque papel;2035;68975;0
0440-MOGPM;Mujer;0;0;0;41;1;1;1;1;0;1;1;0;1;1;2;1;Cheque electronico;8055;32639;0
0020-JDNXP;Mujer;0;1;1;34;0;2;1;1;1;0;1;1;1;1;2;0;Cheque papel;6125;19932;0
3752-CQSJI;Mujer;0;1;1;13;1;0;0;0;2;2;2;2;2;2;1;1;Cheque papel;2045;2545;0
5025-GOOKI;Mujer;0;0;0;20;1;0;0;0;2;2;2;2;2;2;1;1;Debito automatico;189;34765;0
4698-KVLLG;Mujer;1;0;0;51;1;0;0;0;2;2;2;2;2;2;3;0;Debito automatico;196;9679;0
5095-AESKG;Mujer;0;1;0;3;1;1;1;2;0;1;0;0;0;1;1;1;Debito automatico;915;24295;1
2887-JPYLU;Mujer;0;0;1;41;1;0;1;1;0;0;0;0;0;0;1;0;Transferencia bancaria automatica;452;18419;0
4770-QAZXN;Mujer;0;0;0;13;1;0;0;0;2;2;2;2;2;2;1;0;Debito automatico;1945;2321;0
4896-CPRPF;Hombre;0;1;1;35;1;1;0;0;2;2;2;2;2;2;3;0;Transferencia bancaria automatica;2545;80925;0
1871-MOWRM;Hombre;0;1;0;12;1;0;1;2;1;0;0;1;0;0;1;0;Transferencia bancaria automatica;8085;86645;1
9714-EDSUC;Hombre;0;0;0;4;1;0;1;2;1;1;0;1;0;1;1;1;Cheque papel;949;36055;0
2027-OAQQC;Mujer;0;0;0;43;0;2;1;1;0;0;1;0;1;1;1;1;Transferencia bancaria automatica;4905;20762;1
0282-NVSJS;Mujer;1;1;1;12;0;2;1;1;0;0;0;1;0;0;1;1;Cheque papel;293;3559;0
9090-SGQXL;Hombre;1;1;0;68;1;1;1;2;0;1;1;0;1;1;1;1;Cheque electronico;1053;729965;1
6595-YGXIT;Hombre;1;0;0;25;1;1;1;2;0;1;0;0;1;0;1;1;Cheque electronico;8895;22912;1
7353-YOWFP;Mujer;0;0;0;7;1;0;0;0;2;2;2;2;2;2;2;0;Cheque papel;2025;12915;0
9835-ZIITK;Hombre;1;1;0;66;1;1;1;2;0;1;1;1;1;1;2;1;Cheque electronico;11085;749175;1
8008-ESFLK;Mujer;0;1;0;53;1;0;1;2;1;1;1;1;1;1;2;0;Cheque electronico;1105;58355;0
7537-CBQUZ;Hombre;1;0;0;63;1;1;1;2;1;1;1;0;1;1;1;1;Transferencia bancaria automatica;1094;703145;0
1555-DJEQW;Mujer;0;1;1;70;1;1;1;2;1;1;1;1;1;1;3;1;Transferencia bancaria automatica;1142;77239;1
5649-TJHOV;Hombre;1;1;0;27;0;2;1;1;0;0;0;0;0;1;1;0;Transferencia bancaria automatica;365;1032;1
0519-XUZJU;Mujer;0;0;0;1;1;0;1;2;0;0;0;0;0;0;1;0;Cheque papel;7075;7075;1
3363-EWLGO;Mujer;0;0;0;5;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;1995;1096;0
4750-UKWJK;Mujer;1;1;0;37;1;0;0;0;2;2;2;2;2;2;2;0;Cheque papel;196;7278;0
6338-AVWCY;Hombre;0;0;0;3;0;2;1;1;0;0;1;0;1;0;1;1;Cheque papel;4015;13075;1
1689-YQBYY;Mujer;0;0;1;12;1;1;1;2;0;0;0;0;0;0;1;1;Cheque electronico;766;893;0
4487-ZYJZK;Mujer;0;1;1;38;1;0;0;0;2;2;2;2;2;2;2;0;Debito automatico;196;7631;0
2959-FENLU;Mujer;0;0;0;9;1;0;1;2;0;0;1;0;0;1;1;1;Debito automatico;853;7814;0
0708-LGSMF;Hombre;0;1;0;13;1;1;1;1;1;0;0;0;0;1;1;1;Cheque electronico;6585;90225;0
9253-QXKBE;Hombre;1;1;0;29;1;1;1;2;0;0;0;0;1;1;1;1;Cheque electronico;9445;265365;1
7634-HLQJR;Mujer;0;1;1;47;1;0;0;0;2;2;2;2;2;2;3;0;Debito automatico;2005;10167;0
0487-RPVUM;Hombre;0;1;0;61;1;1;1;2;1;0;1;1;1;0;1;0;Transferencia bancaria automatica;994;594365;0
4079-ULGFR;Hombre;0;0;0;16;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;20;2757;0
2516-XSJKX;Mujer;0;1;1;41;1;0;1;1;1;1;0;1;1;1;3;0;Cheque electronico;7845;312645;0
0057-QBUQH;Mujer;0;0;1;43;1;1;0;0;2;2;2;2;2;2;3;1;Cheque electronico;251;107015;0
9445-SZLCH;Mujer;0;1;1;36;1;1;1;2;0;1;1;0;1;0;1;1;Transferencia bancaria automatica;9735;34579;1
6599-SFQVE;Mujer;0;0;0;6;1;0;1;1;0;0;0;0;0;1;1;1;Cheque electronico;55;3404;0
8331-ZXFOE;Mujer;0;0;0;58;1;1;1;1;1;1;1;1;0;0;2;1;Debito automatico;711;42992;0
4003-FUSHP;Hombre;0;0;0;19;1;0;1;1;0;0;0;1;1;0;1;1;Debito automatico;6155;10932;0
0356-ERHVT;Hombre;0;1;0;11;1;0;1;1;0;0;0;0;0;0;1;1;Transferencia bancaria automatica;459;5219;0
7325-ENZFI;Mujer;0;0;0;39;0;2;1;1;1;1;0;1;0;0;2;1;Transferencia bancaria automatica;403;16304;0
4884-ZTHVF;Mujer;1;0;0;8;1;0;1;2;0;1;0;0;1;0;1;1;Cheque electronico;871;7136;0
3920-HIHMQ;Mujer;0;0;1;26;1;1;1;1;0;0;0;0;0;0;1;1;Cheque papel;495;126565;0
3055-OYMSE;Mujer;1;0;0;53;1;0;1;2;0;1;0;0;0;0;1;1;Debito automatico;738;400385;0
0613-WUXUM;Mujer;0;1;1;70;1;0;0;0;2;2;2;2;2;2;3;1;Cheque papel;192;14014;0
7568-PODML;Hombre;0;0;0;1;0;2;1;1;0;0;0;0;1;1;1;1;Cheque papel;453;453;1
4458-KVRBJ;Hombre;0;0;0;59;1;1;0;0;2;2;2;2;2;2;3;0;Cheque papel;25;15105;0
5349-IECLD;Hombre;0;0;0;2;1;0;1;2;0;0;1;0;1;1;1;0;Cheque electronico;9495;1781;1
1397-XKKWR;Hombre;0;0;0;7;0;2;1;1;1;0;1;0;0;0;2;0;Cheque papel;353;2648;0
3945-GFWQL;Mujer;0;0;1;12;1;0;1;1;0;0;0;0;0;0;1;1;Cheque electronico;4455;4806;1
8097-OMULG;Hombre;0;1;1;59;1;0;1;1;0;1;1;1;1;1;2;0;Debito automatico;7675;45419;0
6013-BHCAW;Hombre;0;1;1;61;1;1;1;1;0;0;1;1;1;1;3;1;Transferencia bancaria automatica;81;497615;0
0401-WDBXM;Hombre;0;1;1;72;1;1;1;2;1;0;1;0;1;1;3;1;Transferencia bancaria automatica;10555;754225;0
3387-PLKUI;Mujer;0;1;1;13;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;188;25125;0
6096-EGVTU;Mujer;0;1;1;64;1;1;0;0;2;2;2;2;2;2;2;0;Cheque papel;249;15955;0
3797-VTIDR;Hombre;0;1;0;1;0;2;1;1;0;0;0;0;0;0;1;1;Cheque electronico;2345;2345;1
5081-NWSUP;Mujer;0;0;0;10;1;0;1;1;0;1;0;1;0;1;2;0;Cheque papel;649;68555;0
2580-ATZSQ;Mujer;0;1;1;65;1;0;1;1;1;1;1;0;0;0;2;0;Transferencia bancaria automatica;6135;38741;0
8085-MSNLK;Mujer;0;1;0;62;1;1;1;2;1;1;1;1;1;1;3;0;Cheque papel;11395;68914;0
9691-HKOVS;Mujer;0;1;0;55;1;1;1;1;1;1;1;1;1;1;2;1;Cheque electronico;9015;491695;0
9881-VCZEP;Mujer;0;1;0;25;1;1;1;1;0;1;0;0;0;0;1;0;Cheque electronico;541;1373;0
9526-BIHHD;Hombre;0;0;0;1;0;2;1;1;1;0;0;0;0;0;1;0;Cheque papel;297;297;1
8757-TFHHJ;Hombre;0;0;0;1;1;0;1;1;1;0;0;0;0;0;1;1;Debito automatico;498;498;0
4523-WXCEF;Mujer;0;1;0;59;1;1;1;2;0;1;0;0;1;1;1;0;Cheque electronico;1011;60399;1
1468-DEFNC;Hombre;1;1;1;64;1;1;0;0;2;2;2;2;2;2;3;1;Transferencia bancaria automatica;244;154865;0
5119-KEPFY;Hombre;0;1;0;36;1;1;1;2;0;0;0;0;1;1;1;1;Transferencia bancaria automatica;95;344025;0
8364-TRMMK;Mujer;0;0;0;3;1;1;1;1;0;0;0;0;0;0;1;1;Cheque papel;5065;1513;1
0916-KNFAJ;Hombre;0;1;0;61;1;1;1;1;1;0;1;0;0;1;3;1;Cheque papel;699;42267;0
8319-QBEHW;Hombre;0;0;1;26;0;2;1;1;0;1;0;0;1;0;2;1;Transferencia bancaria automatica;3995;102375;0
3063-QFSZL;Mujer;0;0;0;1;1;0;1;1;0;0;0;0;0;1;1;1;Cheque electronico;554;554;1
8775-LHDJH;Mujer;1;1;0;1;1;1;1;2;0;1;0;0;1;0;1;1;Cheque electronico;906;906;1
9625-QNLUX;Hombre;0;1;1;68;1;0;1;2;1;1;1;0;1;1;3;1;Debito automatico;10325;70744;0
3097-NQYSN;Hombre;1;1;0;2;1;1;1;2;0;0;0;0;1;0;1;1;Cheque papel;8685;15635;1
4024-CSNBY;Mujer;0;1;0;72;1;1;1;2;1;1;1;1;0;0;3;1;Transferencia bancaria automatica;9425;684975;0
7110-BDTWG;Mujer;0;1;0;71;0;2;1;1;0;0;1;1;0;1;3;1;Cheque electronico;4705;32636;0
7493-GVFIO;Hombre;0;0;0;57;1;0;0;0;2;2;2;2;2;2;3;0;Debito automatico;2055;125285;0
0690-SRQID;Hombre;0;0;0;4;1;0;0;0;2;2;2;2;2;2;1;1;Cheque papel;1965;6755;0
9605-WGJVW;Mujer;1;0;0;1;1;0;1;2;0;0;0;0;0;0;1;1;Cheque electronico;702;702;0
9114-DPSIA;Hombre;0;1;1;72;1;1;1;1;1;1;1;1;0;1;3;0;Debito automatico;81;5750;0
4700-UBQMV;Hombre;0;1;1;21;1;1;1;1;1;0;0;0;1;1;2;1;Transferencia bancaria automatica;759;154975;0
7711-GQBZC;Mujer;0;1;1;71;1;1;0;0;2;2;2;2;2;2;3;0;Transferencia bancaria automatica;247;181055;0
3565-UNOCC;Mujer;1;1;0;29;1;1;1;2;0;0;1;0;1;1;1;1;Transferencia bancaria automatica;9905;295285;1
4627-MIHJH;Mujer;1;0;0;69;1;1;1;2;1;0;1;1;1;1;3;0;Debito automatico;11025;746755;0
9795-NREXC;Mujer;0;1;0;64;1;1;1;1;1;0;1;1;1;1;3;1;Debito automatico;85;54844;0
8573-CGOCC;Hombre;0;0;0;16;1;0;0;0;2;2;2;2;2;2;1;0;Debito automatico;1975;2949;0
7356-AYNJP;Mujer;0;0;0;4;1;1;0;0;2;2;2;2;2;2;2;0;Cheque electronico;239;975;0
9249-FXSCK;Mujer;0;0;0;52;1;1;1;2;1;1;0;1;1;1;2;1;Debito automatico;11125;591645;1
5493-SDRDQ;Hombre;0;0;0;2;1;0;1;1;1;0;1;0;0;0;1;1;Cheque papel;551;11335;1
6286-SUUWT;Hombre;0;0;0;1;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;1995;1995;0
4819-HJPIW;Hombre;0;0;0;18;0;2;1;1;0;0;0;0;0;0;1;0;Cheque papel;2515;4768;0
8654-DHAOW;Mujer;0;0;0;2;1;1;1;1;0;1;0;0;0;0;1;0;Cheque papel;5415;10165;0
5438-QMDDL;Mujer;0;1;0;19;1;0;1;1;0;1;0;0;0;1;1;1;Cheque papel;598;113085;0
9812-GHVRI;Mujer;0;0;0;40;1;1;1;2;0;0;0;0;0;1;1;0;Transferencia bancaria automatica;8385;353225;0
5553-AOINX;Mujer;1;1;1;66;1;1;1;2;0;1;1;0;1;1;2;1;Cheque electronico;1049;689145;0
1228-ZLNBX;Hombre;0;0;0;21;1;1;1;2;0;0;0;0;0;0;1;0;Cheque papel;753;15707;0
4226-KKDON;Hombre;0;0;0;8;1;0;1;1;0;1;0;1;1;0;1;1;Cheque electronico;6665;52095;0
3831-YCPUO;Mujer;0;1;1;72;1;0;1;2;1;1;1;1;1;1;3;1;Debito automatico;1095;78549;0
7445-WMRBW;Mujer;0;0;0;48;1;1;1;1;0;1;1;1;1;0;2;1;Transferencia bancaria automatica;7385;35814;0
3308-DGHKL;Hombre;0;0;0;69;1;0;0;0;2;2;2;2;2;2;3;1;Transferencia bancaria automatica;193;14479;0
9924-JPRMC;Hombre;0;0;0;72;1;1;1;2;1;1;1;1;1;1;3;1;Cheque electronico;1182;854715;0
0080-EMYVY;Mujer;0;0;0;14;1;0;1;1;0;1;0;0;0;0;2;0;Debito automatico;5145;72785;0
6218-KNUBD;Hombre;0;0;0;6;1;0;1;1;0;1;0;0;1;0;1;0;Cheque electronico;5945;3576;0
7337-CINUD;Mujer;0;1;1;8;1;0;0;0;2;2;2;2;2;2;3;0;Transferencia bancaria automatica;195;15935;0
7609-NRNCA;Mujer;0;0;0;17;1;0;0;0;2;2;2;2;2;2;2;0;Cheque papel;1955;28085;0
0623-EJQEG;Hombre;0;0;0;65;1;1;1;2;1;0;0;1;0;1;2;0;Cheque electronico;9355;606925;0
7153-CHRBV;Mujer;0;1;1;57;1;0;1;1;1;0;1;1;0;0;2;1;Cheque papel;593;327435;0
0871-URUWO;Hombre;0;1;0;13;1;1;1;2;0;0;1;0;1;1;1;1;Debito automatico;10225;1359;1
9190-MFJLN;Hombre;1;0;0;19;1;0;1;2;0;0;1;0;1;1;1;1;Debito automatico;959;17779;1
6198-PNNSZ;Mujer;0;1;0;56;1;1;1;2;1;1;1;0;1;1;2;0;Transferencia bancaria automatica;1098;610965;0
3317-VLGQT;Mujer;0;1;0;14;1;0;1;2;0;0;0;0;0;1;1;1;Cheque electronico;781;11224;0
4132-POCZS;Hombre;0;1;0;52;0;2;1;1;1;0;0;0;0;1;1;1;Cheque electronico;399;20209;0
5614-DNZCE;Mujer;0;0;0;58;1;0;1;1;1;1;1;1;0;0;3;1;Debito automatico;649;379545;0
1095-JUDTC;Mujer;1;0;0;47;1;1;1;2;0;1;0;1;1;0;1;1;Cheque electronico;9505;450455;1
3896-RCYYE;Mujer;0;0;0;67;0;2;1;1;0;0;1;1;1;1;1;1;Debito automatico;534;357915;0
9638-JIQYA;Hombre;0;0;0;2;0;2;1;1;0;0;0;0;0;0;1;1;Debito automatico;249;497;0
3258-SANFR;Hombre;1;0;0;6;1;0;1;1;0;0;0;0;0;0;1;0;Debito automatico;447;2765;0
3726-TBHQT;Hombre;0;1;1;71;1;1;1;2;1;1;1;1;1;1;3;1;Transferencia bancaria automatica;114;81759;0
3190-ITQXP;Mujer;0;1;1;46;1;0;0;0;2;2;2;2;2;2;3;0;Transferencia bancaria automatica;2025;89035;0
0870-VEMYL;Mujer;0;0;0;5;1;0;1;1;1;0;0;1;0;0;1;0;Debito automatico;5385;2598;1
4833-QTJNO;Hombre;1;1;0;67;1;1;1;2;1;1;0;0;0;0;1;0;Transferencia bancaria automatica;8385;55888;0
3039-MJSLN;Hombre;0;0;1;3;1;0;0;0;2;2;2;2;2;2;1;0;Transferencia bancaria automatica;202;506;0
0178-CIIKR;Mujer;0;0;0;3;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;1995;58;0
5385-SUIRI;Hombre;1;1;0;52;1;1;1;2;1;0;1;0;1;1;1;1;Cheque electronico;1042;556835;1
3982-XWFZQ;Mujer;0;1;0;42;1;1;1;1;0;0;0;0;0;0;1;1;Cheque electronico;5025;220365;1
5774-QPLTF;Hombre;0;1;1;50;1;0;0;0;2;2;2;2;2;2;2;1;Cheque papel;2035;93895;0
2322-VCZHZ;Hombre;1;1;0;23;1;0;1;2;1;1;0;0;0;1;1;1;Cheque electronico;90;20241;0
5010-IPEAQ;Mujer;0;1;1;67;0;2;1;1;1;1;1;1;1;0;3;0;Debito automatico;542;362395;0
4009-ALQFH;Mujer;0;0;0;25;1;0;1;2;0;1;1;0;1;1;1;1;Cheque electronico;995;236905;1
6383-ZTSIW;Mujer;1;1;0;39;1;0;1;2;1;1;0;0;1;1;2;0;Cheque papel;991;387795;0
8990-YOZLV;Mujer;0;0;0;69;1;1;1;1;1;1;0;1;0;0;3;1;Cheque papel;669;45779;0
3069-SSVSN;Mujer;0;0;0;1;0;2;1;1;0;0;0;0;0;0;2;0;Cheque papel;2585;2585;0
5222-IMUKT;Hombre;0;0;0;32;1;0;1;2;0;0;0;0;1;1;1;0;Cheque electronico;9105;28715;0
3627-FCRDW;Mujer;0;0;0;9;1;0;1;2;0;0;0;0;0;0;1;0;Cheque electronico;71;67255;1
7562-GSUHK;Mujer;0;0;0;16;1;0;1;2;0;1;1;0;0;1;1;1;Debito automatico;932;15737;1
6685-XSHHU;Hombre;0;1;1;60;1;0;0;0;2;2;2;2;2;2;3;1;Transferencia bancaria automatica;2095;127055;0
8901-UPRHR;Mujer;0;1;1;72;1;1;1;2;0;1;1;1;1;1;3;1;Transferencia bancaria automatica;1092;771145;0
4903-UYAVB;Hombre;0;1;0;5;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;1935;12605;1
0118-JPNOY;Mujer;1;0;0;26;1;0;1;2;1;0;0;0;1;0;1;1;Debito automatico;858;219365;0
6776-TLWOI;Hombre;0;0;0;3;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;1985;6455;1
3845-FXCYS;Hombre;0;0;0;2;1;0;0;0;2;2;2;2;2;2;1;1;Cheque electronico;1965;312;0
5857-XRECV;Mujer;0;0;1;2;1;0;0;0;2;2;2;2;2;2;2;0;Transferencia bancaria automatica;205;3825;0
0725-CXOTM;Mujer;0;0;0;36;1;1;1;1;1;0;1;1;1;1;2;1;Debito automatico;8965;33481;0
4343-EJVQB;Hombre;0;0;0;7;1;0;1;2;1;0;0;0;0;0;1;0;Cheque papel;7435;5336;0
9000-PLFUZ;Mujer;1;1;0;60;0;2;1;1;0;1;0;0;1;1;3;1;Debito automatico;4945;290755;0
3427-GGZZI;Mujer;0;1;0;19;1;1;1;2;0;1;0;0;0;1;1;1;Cheque electronico;891;16208;0
7779-ORAEL;Hombre;1;1;0;45;1;1;1;1;1;0;1;1;0;1;3;0;Debito automatico;7515;348035;0
0644-OQMDK;Hombre;1;0;0;4;1;0;1;2;0;0;0;0;0;0;1;1;Cheque electronico;7065;29385;0
4077-CROMM;Mujer;0;1;1;31;1;1;1;2;0;0;1;1;1;1;1;1;Cheque electronico;1042;324345;1
3154-CFSZG;Hombre;0;1;1;47;1;0;1;2;1;0;1;0;0;1;1;0;Cheque electronico;9005;41372;0
2868-MZAGQ;Hombre;0;0;0;1;1;0;1;2;0;0;0;0;0;1;1;1;Cheque electronico;7925;7925;1
4847-QNOKA;Mujer;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;Transferencia bancaria automatica;449;449;1
2220-IAHLS;Mujer;0;0;0;1;1;0;0;0;2;2;2;2;2;2;1;0;Debito automatico;194;194;0
1658-XUHBX;Mujer;1;1;1;59;1;1;1;2;0;0;1;0;0;1;1;1;Debito automatico;8875;534865;0
6379-RXJRQ;Hombre;0;1;0;10;1;0;1;2;0;0;0;0;0;0;1;1;Cheque electronico;701;65965;1
2378-HTWFW;Hombre;1;0;0;35;1;1;1;2;1;0;0;0;0;1;1;0;Debito automatico;91;31805;0
8650-RHRKE;Hombre;0;0;0;4;0;2;1;1;0;0;1;0;0;0;1;1;Cheque electronico;2965;1185;1
4377-VDHYI;Hombre;0;1;1;32;1;0;1;2;1;1;0;0;0;1;2;1;Cheque electronico;908;302385;0
