customerID;gender;SeniorCitizen;Partner;Dependents;Months with the company;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
9585-KKMFD;Male;0;Yes;Yes;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;20;8798;No
5399-ZIMKF;Male;0;No;No;5;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7465;38365;No
0336-KXKFK;Male;0;No;No;72;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);612;439025;No
5619-XZZKR;Male;0;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;1995;682;No
3948-FVVRP;Male;0;Yes;Yes;9;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;548;4528;No
5327-XOKKY;Male;1;Yes;No;72;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);7345;5329;No
0983-TATYJ;Female;0;Yes;No;33;Yes;No;DSL;No;No;No;Yes;No;No;One year;Yes;Mailed check;5145;17589;No
1813-JYWTO;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Two year;No;Bank transfer (automatic);8045;57376;No
0156-FVPTA;Male;0;Yes;No;22;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;542;11527;Yes
1984-FCOWB;Female;0;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;1095;767455;Yes
0654-HMSHN;Male;0;Yes;Yes;21;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;1044;215795;Yes
6719-OXYBR;Male;0;No;No;15;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;853;121985;No
3312-ZWLGF;Male;1;Yes;No;29;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;793;241455;No
6476-YHMGA;Female;0;Yes;Yes;15;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);765;11556;No
5287-QWLKY;Male;1;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);1051;75481;Yes
0795-XCCTE;Male;1;No;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);254;180935;No
0168-XZKBB;Female;0;Yes;No;19;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8685;15644;No
3785-NRHYR;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1965;1965;No
5196-SGOAK;Female;0;No;No;1;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;757;757;Yes
4537-DKTAL;Female;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;4555;844;No
7072-MBHEV;Female;1;Yes;Yes;11;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);781;86485;No
5602-BVFMK;Female;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;193;22875;No
6297-NOOPG;Female;0;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1105;775205;No
1891-UAWWU;Female;1;Yes;No;20;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;908;1951;Yes
8204-TIFGJ;Female;0;No;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);203;4706;No
8050-DVOJX;Male;1;No;No;49;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);8135;40609;No
6108-OQZDQ;Female;0;Yes;Yes;4;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9795;3845;Yes
0363-QJVFX;Male;0;No;No;32;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);10815;34329;Yes
8903-XEBGX;Male;0;No;Yes;2;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;553;10865;No
8169-SAEJD;Male;1;Yes;No;69;No;No phone service;DSL;Yes;Yes;No;No;Yes;Yes;Two year;No;Credit card (automatic);5655;395265;No
9840-DVNDC;Male;0;No;No;6;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);805;46305;Yes
1089-XZWHH;Female;0;Yes;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;197;49405;No
2325-WINES;Female;0;No;No;32;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);10405;341685;No
6064-ZATLR;Female;0;No;No;27;Yes;No;DSL;Yes;Yes;No;No;No;No;Two year;No;Bank transfer (automatic);5285;149865;No
3096-JRDSO;Female;1;Yes;No;27;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);1043;286775;Yes
7824-PANSQ;Male;0;No;No;58;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);8065;480735;No
8042-JVNFH;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7135;7135;Yes
9648-BCHKM;Female;0;Yes;Yes;18;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);2465;47135;No
2888-ADFAO;Female;0;Yes;Yes;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);213;10418;No
8707-HOEDG;Female;0;Yes;Yes;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1102;76898;No
3374-LXDEV;Female;0;No;No;13;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;894;113235;Yes
4072-IPYLT;Female;0;Yes;Yes;36;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);5105;1815;No
7167-PCEYD;Male;0;No;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;198;13113;No
4936-YPJNK;Female;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;199;19945;No
1580-BMCMR;Male;1;No;No;19;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;873;16373;No
4817-KEQSP;Female;0;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);1985;132635;No
6408-WHTEF;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;894;637655;No
9251-AWQGT;Female;0;Yes;Yes;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20;9359;No
8749-CLJXC;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2005;2005;No
7989-VCQOH;Male;0;Yes;Yes;18;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;8325;161115;No
5049-GLYVG;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;206;206;Yes
4199-QHJNM;Male;1;Yes;No;67;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);1029;69897;No
8882-TLVRW;Male;0;Yes;Yes;69;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Mailed check;391;27795;No
5883-GTGVD;Male;0;No;No;19;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9995;193175;Yes
5135-GRQJV;Male;1;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;1145;833195;No
2384-OVPSA;Female;1;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;202;7359;No
1371-WEPDS;Male;1;Yes;No;40;Yes;No;DSL;No;No;No;No;No;Yes;One year;No;Electronic check;558;22833;No
3580-GICBM;Female;0;Yes;Yes;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;242;14452;No
4817-QRJSX;Female;0;No;No;10;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);81;81805;Yes
9730-DRTMJ;Male;0;Yes;No;32;Yes;Yes;DSL;Yes;No;No;Yes;Yes;No;One year;Yes;Credit card (automatic);728;233305;No
4686-UXDML;Female;0;No;No;21;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);9985;199255;No
3349-ANQNH;Female;1;No;No;59;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;995;5890;No
2398-YPMUR;Female;1;Yes;No;13;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7015;91675;Yes
0932-YIXYU;Female;0;No;No;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2025;10298;No
7480-SPLEF;Male;0;Yes;Yes;69;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);26;179655;No
7636-XUHWW;Male;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);199;337;No
1431-CYWMH;Female;0;Yes;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);1905;45405;No
5937-EORGB;Male;1;Yes;No;15;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;965;139225;No
6349-JDHQP;Female;0;No;No;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);1985;10496;No
5539-HIVAK;Female;1;Yes;No;28;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;257;7346;No
5847-MXBEO;Male;0;No;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;203;4751;No
9985-MWVIX;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7015;7015;Yes
4583-PARNH;Male;1;Yes;No;16;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;9155;154005;No
1116-FRYVH;Female;0;Yes;Yes;48;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Mailed check;394;197865;No
1421-HCERK;Male;1;Yes;No;30;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);1057;31818;No
9633-XQABV;Female;0;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7025;2297;No
0716-BQNDX;Male;1;No;No;57;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;Yes;Two year;No;Electronic check;9375;562555;No
1265-XTECC;Female;1;Yes;No;68;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;One year;Yes;Credit card (automatic);9655;65819;Yes
1183-CANVH;Female;0;Yes;No;23;Yes;No;DSL;No;No;No;Yes;Yes;No;One year;No;Bank transfer (automatic);60;134715;No
1972-XMUWV;Female;0;Yes;No;65;Yes;No;DSL;No;No;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);598;38082;No
8679-LZBMD;Male;0;Yes;No;44;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);9065;397415;No
3407-JMJQQ;Female;0;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);109;76618;No
6252-DFGTK;Female;0;Yes;No;37;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;One year;No;Credit card (automatic);681;247925;No
1539-LNKHM;Female;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;204;2666;No
8645-KOMJQ;Male;0;Yes;Yes;69;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);8195;56014;No
0289-IVARM;Female;0;No;No;35;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;6055;19826;No
9761-XUJWD;Male;0;No;No;5;Yes;No;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);656;3399;No
4057-FKCZK;Male;0;Yes;Yes;58;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Two year;No;Bank transfer (automatic);825;482805;No
4291-TPNFG;Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);823;598055;No
6087-YPWHO;Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check;6815;48087;No
3090-QFUVD;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);203;203;No
2237-ZFSMY;Female;0;No;No;39;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;No;One year;Yes;Electronic check;9555;369285;Yes
1722-LDZJS;Male;0;Yes;Yes;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);202;106815;No
1818-ESQMW;Female;0;No;No;27;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;892;23836;No
4871-JTKJF;Female;1;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6965;6965;Yes
1415-YFWLT;Female;1;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;893;893;Yes
7401-RUBNK;Female;0;Yes;No;18;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;748;143805;No
0506-YLVKJ;Male;0;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;202;91745;No
8661-BOYNW;Female;0;Yes;No;72;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);844;609645;No
6711-VTNRE;Female;0;No;No;36;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;8755;30781;Yes
4815-GBTCD;Female;0;Yes;No;4;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;2515;9995;No
2805-AUFQN;Female;0;No;No;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);198;4752;No
0980-PVMRC;Female;0;Yes;Yes;40;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;5085;203655;No
7233-DRTRF;Male;0;Yes;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1024;644405;No
3500-RMZLT;Female;1;No;No;15;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;Yes;Month-to-month;Yes;Mailed check;963;142675;Yes
3873-NFTGI;Male;0;No;No;14;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);555;76755;No
1162-ECVII;Male;1;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);10975;79325;No
7048-GXDAY;Male;0;No;No;39;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;1064;404065;No
8571-ZCMCX;Female;0;Yes;Yes;47;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);60;276865;No
1169-WCVAK;Male;0;Yes;No;19;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);888;167235;No
4548-SDBKE;Female;0;No;No;5;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;852;4748;Yes
8066-POXGX;Female;0;No;No;13;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;351;4461;Yes
7129-CAKJW;Female;0;No;No;17;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);8005;134565;No
8695-ARGXZ;Male;1;Yes;No;34;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7555;24254;No
3570-YUEKJ;Female;0;No;No;42;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;4955;207795;No
4143-OOBWZ;Male;0;Yes;No;5;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;813;4163;Yes
1555-HAPSU;Female;0;Yes;Yes;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);239;16635;No
1697-NVVGY;Male;1;Yes;No;19;Yes;No;DSL;Yes;No;Yes;No;Yes;No;Month-to-month;No;Bank transfer (automatic);664;128605;No
7854-EKTJL;Female;0;No;Yes;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;196;3585;Yes
8464-EETCQ;Male;0;No;No;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);188;109435;No
2419-FSORS;Male;0;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1084;77195;No
8132-YPVBX;Female;0;No;No;6;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Mailed check;8595;5146;No
9102-IAYHT;Female;0;Yes;Yes;17;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8545;14516;Yes
6754-LZUKA;Male;0;Yes;No;61;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);809;49325;No
3422-LYEPQ;Male;0;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;71;71;Yes
8099-MZPUJ;Male;0;Yes;Yes;48;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);1118;544365;No
0787-LHDYT;Male;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);206;33025;No
2642-DTVCO;Male;1;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8505;7465;Yes
0374-IOEGQ;Female;0;No;No;3;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;446;1227;No
4361-JEIVL;Male;0;No;Yes;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;444;444;Yes
3197-NNYNB;Male;0;No;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);1051;663185;No
3396-DKDEL;Female;0;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);11515;8250;No
1752-OZXFY;Male;0;Yes;No;60;Yes;No;DSL;Yes;No;No;No;Yes;No;One year;Yes;Mailed check;598;356115;No
9066-QRSDU;Female;0;Yes;No;69;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;263;176355;No
9112-WSNPU;Female;1;No;No;35;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;7055;2419;No
9867-NNXLC;Female;0;No;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2005;4702;No
5321-NTRKC;Male;0;Yes;Yes;66;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);7985;523495;No
1363-TXLSL;Male;1;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;703;703;Yes
9507-EXLTT;Female;0;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);7935;7935;Yes
3161-GETRM;Male;0;Yes;Yes;34;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);9005;3097;No
0402-OAMEN;Female;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2445;17091;No
6933-VLYFX;Male;0;Yes;Yes;31;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;5995;18488;No
6754-WKSHP;Male;0;No;Yes;30;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);2535;7233;No
9846-GKXAS;Female;0;No;No;9;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);908;80975;Yes
6017-PPLPX;Male;0;Yes;Yes;20;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7045;147095;Yes
4976-LNFVV;Male;1;Yes;No;19;No;No phone service;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);343;57715;No
5055-MGMGF;Female;0;Yes;No;65;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10505;691495;No
4641-FROLU;Female;0;Yes;Yes;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;193;6029;No
2862-JVEOY;Male;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;1915;1244;No
2969-QWUBZ;Female;0;No;No;2;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;514;968;No
9822-BIIGN;Male;0;Yes;Yes;53;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;No;Electronic check;7185;38279;No
2077-MPJQO;Male;1;Yes;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;754;53305;No
1534-OULXE;Female;0;Yes;Yes;61;Yes;No;DSL;Yes;No;No;No;No;No;One year;Yes;Bank transfer (automatic);497;29614;No
7136-RVDTZ;Male;1;No;No;70;No;No phone service;DSL;No;No;No;No;Yes;Yes;One year;Yes;Electronic check;4525;326445;Yes
2971-SGAFL;Female;0;No;No;13;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;7875;99535;No
1480-IVEVR;Male;1;Yes;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;One year;Yes;Bank transfer (automatic);816;281525;No
2905-KFQUV;Female;0;Yes;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);704;1548;No
4581-SSPWD;Female;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;758;2463;Yes
3370-HXOPH;Female;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;761;2576;No
9391-YZEJW;Female;0;No;No;62;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);94;57572;No
9958-MEKUC;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);10395;75177;No
0281-CNTZX;Male;0;Yes;No;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);1995;12348;No
6927-WTFIV;Male;1;No;No;20;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);713;13892;Yes
4118-CEVPF;Female;1;No;No;35;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1108;38363;No
3398-ZOUAA;Male;1;Yes;No;21;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;691;147475;Yes
9114-VEPUF;Male;0;Yes;No;62;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;One year;No;Electronic check;961;600145;No
7876-BEUTG;Female;0;No;No;15;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;488;7201;No
2338-BQEZT;Female;0;No;No;55;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);5055;283275;No
9873-MNDKV;Female;0;No;No;11;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;4465;47225;No
0378-NHQXU;Female;0;Yes;Yes;17;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;8825;146065;Yes
8241-JUIQO;Female;0;No;No;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);1945;133635;No
2194-IIQOF;Female;0;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);893;638865;No
4512-ZUIYL;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);70;15305;Yes
9631-RXVJM;Male;0;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1925;6779;No
9584-EXCDZ;Female;0;No;No;17;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);705;11656;No
7969-AULMZ;Female;0;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9735;21195;Yes
5093-FEGLU;Female;0;Yes;No;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);1965;92155;No
